Latitude,Longitude,Address,Property_type,Rooms,Home_size,Lot Size,Year_built,Parcel_number,RealtyID,County,Subdivision,Census,Tract,Lot,Zoning,Date,Sale_price,Estimated Value,url
34.083397,-118.692041,959 Crater Oak Dr,Single Family Residence,"4 beds, 3 baths","3,122 sqft",0.99 acres,1968,4456011096,1110624508,Los Angeles,EDENWILD TR,1,800202,2,"
Zoning:

LCA11*
		",09/14/2020,"$2,808,000","$1,853,000",https://www.realtytrac.com/property/ca/calabasas/91302/959-crater-oak-dr/23928753/
33.991789,-118.47526,103 Brooks Ave,Single Family Residence,"3 beds, 2 baths","1,778 sqft","2,314 sqft",1905,4286014001,1110624988,Los Angeles,OCEAN PARK PLACE,3,273402,4,"
Zoning:

LARD1.5
		",09/14/2020,"$1,700,000","$1,811,000",https://www.realtytrac.com/property/ca/venice/90291/103-brooks-ave/154554047/
34.6052,-118.1833,Vac/bouquet Cyn/vic 84 Stw,MISCELLANEOUS   (Vacant Land)     ,,,3.22 acres,,3206004044,1110625395,Los Angeles,,1,0,20,"
Zoning:

LCA22*
		",09/14/2020,"$39,000",,https://www.realtytrac.com/property/ca/anaverde/93551/vacbouquet-cynvic-84-stw/241252249/
34.187032,-118.522041,17835 Victory Blvd,Single Family Residence,"2 beds, 1 bath","1,111 sqft","6,427 sqft",1950,2123008009,1110625415,Los Angeles,13921,2,132700,158,"
Zoning:

LAR1
		",09/14/2020,"$792,500","$566,000",https://www.realtytrac.com/property/ca/reseda/91335/17835-victory-blvd/140143604/
33.80587,-118.31213,24111 Walnut St,Single Family Residence,"3 beds, 2 baths","1,870 sqft","11,248 sqft",1953,7372003038,1110626232,Los Angeles,15,1,670001,50,"
Zoning:

LOR1*
		",10/08/1971,,"$716,000",https://www.realtytrac.com/property/ca/lomita/90717/24111-walnut-st/154695456/
33.991829,-118.266829,415 E 56th St,Single Family Residence,"3 beds, 1 bath","1,104 sqft","5,298 sqft",1912,5101003015,1110626745,Los Angeles,LUCKY BALDWIN TR,2,229410,14,"
Zoning:

LARD2
		",09/14/2020,"$385,000","$451,000",https://www.realtytrac.com/property/ca/los-angeles/90011/415-e-56th-st/25620845/
33.9936,-117.816567,22933 Mountain Laurel Way,Condominium,"2 beds, 2 baths","1,110 sqft",5.58 acres,1985,8293003103,1110626804,Los Angeles,34831,3,403323,2,"
Zoning:

LCR318U*
		",09/14/2020,"$500,000","$482,000",https://www.realtytrac.com/property/ca/diamond-bar/91765/22933-mountain-laurel-way/40218465/
33.987644,-118.434349,13055 Mindanao Way # 4,Condominium,"3 beds, 3 baths","1,547 sqft",8.95 acres,1975,4212008046,1110626828,Los Angeles,28676,3,275302,1,"
Zoning:

LARD2
		",12/30/2019,"$1,182,000","$969,000",https://www.realtytrac.com/property/ca/marina-del-rey/90292/13055-mindanao-way-4/154526448/
34.17083,-118.463673,5516 Columbus Ave,Single Family Residence,"3 beds, 2 baths","1,492 sqft","6,759 sqft",1950,2250006020,1110627587,Los Angeles,15921,2,128801,12,"
Zoning:

LAR1
		",09/14/2020,"$1,006,000","$927,000",https://www.realtytrac.com/property/ca/sherman-oaks/91411/5516-columbus-ave/154400698/
33.926581,-118.133201,8715 Cavel St,Single Family Residence,"4 beds, 3 baths","1,916 sqft","5,962 sqft",1949,6258013039,1110627610,Los Angeles,15560,1,551202,3,"
Zoning:

DOR105
		",09/14/2020,"$675,000","$661,000",https://www.realtytrac.com/property/ca/downey/90242/8715-cavel-st/24395555/
34.048647,-118.544305,16625 Marquez Ter,Single Family Residence,"3 beds, 3 baths","2,247 sqft","7,399 sqft",1953,4419014002,1110627664,Los Angeles,17592,4,262604,2,"
Zoning:

LAR1
		",09/14/2020,"$2,850,000","$2,462,000",https://www.realtytrac.com/property/ca/pacific-palisades/90272/16625-marquez-ter/154611579/
33.982425,-118.385198,6250 Buckingham Pkwy # 201,Condominium,"2 beds, 2 baths","1,074 sqft",2.96 acres,1969,4134006106,1110628890,Los Angeles,31362,1,703001,,"
Zoning:

CCR3*
		",09/14/2020,"$615,000","$602,000",https://www.realtytrac.com/property/ca/culver-city/90230/6250-buckingham-pkwy-201/18174070/
34.707233,-118.166382,45352 Tiana Rose St,Single Family Residence,"3 beds, 2 baths","1,880 sqft","7,279 sqft",2003,3114022024,1110629366,Los Angeles,54222,2,900900,102,"
Zoning:

LRR7000*
		",09/14/2020,"$360,000","$350,000",https://www.realtytrac.com/property/ca/lancaster/93536/45352-tiana-rose-st/24574943/
33.929581,-118.125005,11702 Bellflower Blvd,Apartment house (5+ units),"11 beds, 9 baths","5,712 sqft","10,739 sqft",1947,6284015001,1110630312,Los Angeles,6003,2,551102,A,"
Zoning:

DOR3*
		",09/14/2020,"$2,100,000","$624,000",https://www.realtytrac.com/property/ca/downey/90241/11702-bellflower-blvd/154838536/
33.888617,-118.18089,6615 Caro St # 104,Condominium,"2 beds, 2 baths","1,069 sqft",3.3 acres,1980,7101001131,1110630691,Los Angeles,33959,3,553802,3,"
Zoning:

PARM*
		",09/14/2020,"$370,000","$368,000",https://www.realtytrac.com/property/ca/paramount/90723/6615-caro-st-104/18423946/
33.912001,-118.354032,4451 W 133rd St,Single Family Residence,"3 beds, 1 bath","1,428 sqft","7,499 sqft",1949,4042024005,1110630765,Los Angeles,INGLEDALE ACRES,2,602402,366,"
Zoning:

HAR3YY
		",09/14/2020,"$739,000","$722,000",https://www.realtytrac.com/property/ca/hawthorne/90250/4451-w-133rd-st/154486144/
34.6052,-118.1833,Vac/vic Bouquet Canyon Rd/84th,MISCELLANEOUS   (Vacant Land)     ,,,2.15 acres,,3206004041,1110630786,Los Angeles,WEST SAN BERNARDINO MERIDIAN,1,0,20,"
Zoning:

LCA22*
		",09/14/2020,"$39,000",,https://www.realtytrac.com/property/ca/anaverde/93551/vacvic-bouquet-canyon-rd84th/241252247/
33.842992,-118.162047,4709 Pixie Ave,Single Family Residence,"2 beds, 1 bath",868 sqft,"5,100 sqft",1955,7152006020,1110631073,Los Angeles,18101,5,571400,273,"
Zoning:

LKR1YY
		",09/14/2020,"$586,000","$583,000",https://www.realtytrac.com/property/ca/lakewood/90712/4709-pixie-ave/1345153/
33.765776,-118.157434,2920 E Vista St,Single Family Residence,"2 beds, 1 bath","1,236 sqft","6,315 sqft",1920,7264007008,1110632024,Los Angeles,26,1,576700,8,"
Zoning:

LBR2A
		",09/14/2020,"$975,000","$931,000",https://www.realtytrac.com/property/ca/long-beach/90803/2920-e-vista-st/154883272/
33.7642,-118.308825,2113 Stonewood Ct # 76,Condominium,"2 beds, 3 baths","1,429 sqft",10.7 acres,1979,7442030084,1110632113,Los Angeles,28316,1,295103,,"
Zoning:

LARD2
		",09/14/2020,"$597,000","$451,000",https://www.realtytrac.com/property/ca/san-pedro/90732/2113-stonewood-ct-76/154902554/
34.677016,-118.09236,43703 Dana Dr,Single Family Residence,"4 beds, 3 baths","2,843 sqft","7,020 sqft",2004,3150063070,1110632445,Los Angeles,45050,3,900507,70,"
Zoning:

R7000
		",09/14/2020,"$395,000","$394,000",https://www.realtytrac.com/property/ca/lancaster/93535/43703-dana-dr/11573313/
33.769208,-118.166898,2033 E 3rd St # 1c,Condominium,"2 beds, 2 baths",953 sqft,"16,608 sqft",1964,7263006145,1110632898,Los Angeles,ALAMITOS,3,576801,4,"
Zoning:

LBR1N
		",09/14/2020,"$463,000","$485,000",https://www.realtytrac.com/property/ca/long-beach/90814/2033-e-3rd-st-1c/154883046/
34.023971,-117.816606,202 N Prospectors Rd,Single Family Residence,"3 beds, 2 baths","1,599 sqft","7,477 sqft",1966,8718016004,1110633766,Los Angeles,28430,3,403312,18,"
Zoning:

LCR18000*
		",09/14/2020,"$675,000","$601,000",https://www.realtytrac.com/property/ca/diamond-bar/91765/202-n-prospectors-rd/45990577/
33.994179,-118.254525,1183 E 54th St,Single Family Residence,"3 beds, 1 bath","1,446 sqft","5,116 sqft",1906,5104014029,1110667264,Los Angeles,CENTRAL AVE HOME TR,1,229100,76,"
Zoning:

LAR2
		",08/20/2020,"$367,500","$456,000",https://www.realtytrac.com/property/ca/los-angeles/90011/1183-e-54th-st/48719039/
34.6881,-118.0618,Vac/vic Avenue B8/247 Ste,MISCELLANEOUS   (Vacant Land)     ,,,10.74 acres,,3326005057,1110674233,Los Angeles,,1,900102,11,"
Zoning:

LCA22*
		",09/14/2020,"$8,000",,https://www.realtytrac.com/property/ca/hi-vista/93535/vacvic-avenue-b8247-ste/241277783/
33.828974,-118.358278,21922 Ladeene Ave,Single Family Residence,"3 beds, 2 baths","1,162 sqft","5,493 sqft",1956,7366014012,1110675187,Los Angeles,21676,2,650701,212,"
Zoning:

TORR-LO
		",09/14/2020,"$865,000","$981,000",https://www.realtytrac.com/property/ca/torrance/90503/21922-ladeene-ave/154893931/
34.185677,-118.202038,3836 Hampstead Rd,Single Family Residence,"4 beds, 3 baths","3,405 sqft","17,511 sqft",1965,5658014015,1110676139,Los Angeles,8882,3,460700,7,"
Zoning:

LFR120000*
		",01/03/1964,,"$1,256,000",https://www.realtytrac.com/property/ca/la-canada-flintridge/91011/3836-hampstead-rd/154786552/
34.448241,-118.620405,29129 Rangewood Rd,Single Family Residence,"2 beds, 2 baths","1,284 sqft","5,556 sqft",1986,2866022041,1110676915,Los Angeles,36655,1,920118,46,"
Zoning:

LCRPD600058U-
		",09/14/2020,"$439,000","$518,000",https://www.realtytrac.com/property/ca/castaic/91384/29129-rangewood-rd/24077589/
33.991315,-118.466099,1338 Electric Ave,Single Family Residence,"1 bed, 1 bath",554 sqft,931 sqft,1922,4239028016,1110678340,Los Angeles,OCEAN PARK VILLA 02,3,273300,15,"
Zoning:

LARD1.5
		",09/14/2020,"$950,000","$1,454,000",https://www.realtytrac.com/property/ca/venice/90291/1338-electric-ave/40211127/
34.064976,-118.018097,3237 Cogswell Rd,Light Industrial (10% Improved Office space; Machine Shop),,"1,178 sqft",0.51 acres,1947,8565007002,1110678842,Los Angeles,10712,1,433302,6,"
Zoning:

EMC3*
		",09/14/2020,"$930,000",,https://www.realtytrac.com/property/ca/el-monte/91732/3237-cogswell-rd/154980636/
33.764935,-118.175581,1310 E Ocean Blvd # 603,Condominium,"1 bed, 1 bath",960 sqft,0.98 acres,1984,7265008064,1110679751,Los Angeles,25192,1,576602,1,"
Zoning:

LBPD5
		",09/14/2020,"$600,000","$564,000",https://www.realtytrac.com/property/ca/long-beach/90802/1310-e-ocean-blvd-603/149870298/
34.6881,-118.0618,Vac/cor Avenue J/230 Ste,MISCELLANEOUS   (Vacant Land)     ,,,2.48 acres,,3334015032,1110680237,Los Angeles,28178,1,900102,128,"
Zoning:

LCA11*
		",09/14/2020,"$8,000",,https://www.realtytrac.com/property/ca/butte-valley/93535/vaccor-avenue-j230-ste/241279309/
34.404404,-118.470047,26867 Avenue Of The Oaks # B,Condominium,"2 beds, 2 baths",864 sqft,8.11 acres,1964,2864006125,1110680646,Los Angeles,27562,2,920031,,"
Zoning:

SCUR3
		",09/14/2020,"$290,000","$350,000",https://www.realtytrac.com/property/ca/newhall/91321/26867-avenue-of-the-oaks-b/51957120/
34.1213,-118.38406,8411 Edwin Dr,Single Family Residence,"3 beds, 4 baths","2,825 sqft","12,515 sqft",1963,5565040038,1110686945,Los Angeles,25690,1,261101,19,"
Zoning:

LARE15
		",09/14/2020,"$2,980,000","$2,862,000",https://www.realtytrac.com/property/ca/west-hollywood/90046/8411-edwin-dr/154774204/
33.927079,-118.325574,11803 Atkinson Ave,Single Family Residence,"3 beds, 2 baths","1,192 sqft","5,102 sqft",1954,4056027025,1110686962,Los Angeles,17995,1,602700,94,"
Zoning:

HAR1YY
		",09/14/2020,"$685,000","$689,000",https://www.realtytrac.com/property/ca/hawthorne/90250/11803-atkinson-ave/154488106/
34.068326,-118.301229,320 S Ardmore Ave # 226,Condominium,"1 bed, 1 bath",580 sqft,1.01 acres,1973,5502001080,1110691933,Los Angeles,23597,2,211803,,"
Zoning:

LAR4
		",09/14/2020,"$385,000","$376,000",https://www.realtytrac.com/property/ca/los-angeles/90020/320-s-ardmore-ave-226/29698592/
33.765726,-118.180998,1000 E Ocean Blvd # 413,Condominium,"2 beds, 2 baths","1,368 sqft",0.86 acres,2003,7265005065,1110692870,Los Angeles,53149,1,576601,1,"
Zoning:

LBPD5
		",09/14/2020,"$735,000","$794,000",https://www.realtytrac.com/property/ca/long-beach/90802/1000-e-ocean-blvd-413/520919/
33.887793,-118.3398,3813 Manhattan Beach Blvd,Single Family Residence,"3 beds, 1 bath","1,024 sqft","5,249 sqft",1952,4073029026,1110693218,Los Angeles,15754,4,603702,553,"
Zoning:

LCR2YY
		",09/14/2020,"$651,000","$596,000",https://www.realtytrac.com/property/ca/lawndale/90260/3813-manhattan-beach-blvd/154491163/
34.253613,-118.484033,10057 Collett Ave,Single Family Residence,"3 beds, 2 baths","1,494 sqft","7,577 sqft",1953,2669022017,1110693673,Los Angeles,17820,1,109800,102,"
Zoning:

LARS
		",09/14/2020,"$767,000","$651,000",https://www.realtytrac.com/property/ca/north-hills/91343/10057-collett-ave/51714373/
34.153804,-118.449558,4524 Vista Del Monte Ave,Apartment house (5+ units),"16 beds, 16 baths","6,924 sqft","6,649 sqft",1985,2265011028,1110694550,Los Angeles,6852,2,141304,36,"
Zoning:

LAR3
		",09/14/2020,"$2,787,500","$689,000",https://www.realtytrac.com/property/ca/sherman-oaks/91403/4524-vista-del-monte-ave/154403078/
33.733153,-118.307301,1371 W 12th St,Single Family Residence,"3 beds, 1 bath","1,108 sqft","4,394 sqft",1923,7459015006,1110695068,Los Angeles,VISTA DEL ORO,4,297000,5,"
Zoning:

LAR1
		",09/14/2020,"$865,000","$539,000",https://www.realtytrac.com/property/ca/san-pedro/90732/1371-w-12th-st/154904868/
33.898671,-118.171939,7221 Petrol St # 14,Condominium,"2 beds, 2 baths",829 sqft,1.94 acres,1989,6241024077,1110695092,Los Angeles,46929,1,553601,1,"
Zoning:

PARM*
		",09/14/2020,"$305,000","$313,000",https://www.realtytrac.com/property/ca/paramount/90723/7221-petrol-st-14/18766622/
34.199585,-118.611676,7131 Farralone Ave # 42,Condominium,"1 bed, 1 bath",670 sqft,3.86 acres,1976,2024013073,1110695615,Los Angeles,32204,2,134303,,"
Zoning:

LARD2
		",09/14/2020,"$315,000","$312,000",https://www.realtytrac.com/property/ca/canoga-park/91303/7131-farralone-ave-42/154373933/
34.17364,-118.642353,23644 Collins St,Single Family Residence,"3 beds, 2 baths","1,797 sqft","7,691 sqft",1957,2041023034,1110697800,Los Angeles,20788,1,137301,162,"
Zoning:

LARS
		",09/14/2020,"$1,100,000","$834,000",https://www.realtytrac.com/property/ca/woodland-hills/91367/23644-collins-st/30569132/
34.127625,-118.216796,4535 Corliss St,Single Family Residence,"2 beds, 1 bath","1,012 sqft","3,959 sqft",1924,5474003019,1110699969,Los Angeles,2565,2,183402,30,"
Zoning:

LAR2
		",09/14/2020,,"$837,000",https://www.realtytrac.com/property/ca/los-angeles/90041/4535-corliss-st/17431607/
33.785524,-118.148411,3734 E 15th St,"Triplex (3 units, any combination)","6 beds, 3 baths","2,480 sqft","6,501 sqft",1955,7253006027,1110700935,Los Angeles,ZAFERIA TR,2,575002,24,"
Zoning:

LBR2N
		",03/20/1962,,"$848,000",https://www.realtytrac.com/property/ca/long-beach/90804/3734-e-15th-st/18854766/
33.746581,-118.297547,933 W Oliver St,Single Family Residence,"4 beds, 2 baths","2,026 sqft","4,804 sqft",1954,7447008006,1110701022,Los Angeles,3295,2,296500,168,"
Zoning:

LAR1
		",05/31/1994,,"$555,000",https://www.realtytrac.com/property/ca/san-pedro/90731/933-w-oliver-st/53953440/
,,Vac/70 Ste/vic Avenue G10,Residential - Vacant Land,,,4.95 acres,,3382010040,1110726030,Los Angeles,,1,900201,2,"
Zoning:

LCRA1OOOO
		",09/14/2020,"$23,000","$436,000",https://www.realtytrac.com/property/ca/roosevelt-corner/93535/vac70-stevic-avenue-g10/241289932/
33.948968,-118.031337,13925 Oval Dr,Single Family Residence,"3 beds, 2 baths","1,110 sqft","5,977 sqft",1952,8162010030,1110729231,Los Angeles,16482,1,502005,48,"
Zoning:

LCR1YY
		",09/14/2020,"$575,000","$554,000",https://www.realtytrac.com/property/ca/whittier/90605/13925-oval-dr/40327959/
34.205963,-118.440371,7441 Hazeltine Ave,Apartment house (5+ units),"30 beds, 30 baths","16,194 sqft","17,641 sqft",1986,2215016020,1110729666,Los Angeles,1000,1,127102,217,"
Zoning:

LARD1.5
		",09/14/2020,"$4,560,000","$763,000",https://www.realtytrac.com/property/ca/van-nuys/91405/7441-hazeltine-ave/154395972/
33.938204,-118.039688,13738 Trumball St,Single Family Residence,"3 beds, 1 bath","1,567 sqft","6,617 sqft",1951,8157022008,1110609170,Los Angeles,16505,2,503202,37,"
Zoning:

LCR15000*
		",09/14/2020,"$585,000","$641,000",https://www.realtytrac.com/property/ca/whittier/90605/13738-trumball-st/19454010/
34.221334,-118.214705,1741 Earlmont Ave,Single Family Residence,"3 beds, 4 baths","3,424 sqft","11,550 sqft",1931,5808001016,1110609373,Los Angeles,6570,2,460600,40,"
Zoning:

LFR120*
		",09/14/2020,"$2,785,000","$2,139,000",https://www.realtytrac.com/property/ca/la-canada-flintridge/91011/1741-earlmont-ave/51684175/
34.089527,-117.712204,222 E Villanova Dr,Single Family Residence,"4 beds, 2 baths","1,628 sqft","6,560 sqft",1951,8315023018,1110609374,Los Angeles,16880,3,402002,79,"
Zoning:

CLRS8000*
		",09/14/2020,"$675,000","$612,000",https://www.realtytrac.com/property/ca/claremont/91711/222-e-villanova-dr/45808050/
34.137476,-118.0214,417 California St # B,Condominium,"3 beds, 3 baths","2,470 sqft",0.6 acres,2000,5773016120,1110609645,Los Angeles,52747,2,430801,1,"
Zoning:

ARR3YY
		",09/14/2020,"$935,000","$908,000",https://www.realtytrac.com/property/ca/arcadia/91006/417-california-st-b/40215018/
33.927586,-118.415621,818 Main St # 101,Condominium,"2 beds, 2 baths","1,406 sqft","12,065 sqft",1979,4132022032,1110610193,Los Angeles,35648,1,620101,,"
Zoning:

ESR3*
		",09/14/2020,"$729,000","$773,000",https://www.realtytrac.com/property/ca/el-segundo/90245/818-main-st-101/14797384/
34.067808,-118.36286,6141 W 5th St,Single Family Residence,"5 beds, 6 baths","3,838 sqft","6,025 sqft",2013,5510010006,1110610245,Los Angeles,7555,1,214700,6,"
Zoning:

LAR1
		",09/14/2020,"$3,300,000","$2,766,000",https://www.realtytrac.com/property/ca/los-angeles/90048/6141-w-5th-st/154762475/
34.097098,-118.037739,5106 Pal Mal Ave,"Duplex (2 units, any combination)","4 beds, 2 baths","2,026 sqft","14,841 sqft",1940,8585030030,1110610289,Los Angeles,12205,1,432101,25,"
Zoning:

TCR172
		",09/14/2020,"$1,030,500","$814,000",https://www.realtytrac.com/property/ca/temple-city/91780/5106-pal-mal-ave/140538006/
34.00095,-117.818542,1301 Solera Ln # 5,Condominium,"3 beds, 3 baths","1,642 sqft",3.81 acres,1984,8293048011,1110610445,Los Angeles,42535,1,403323,6,"
Zoning:

LCRPD80009U*
		",09/14/2020,"$615,000","$619,000",https://www.realtytrac.com/property/ca/diamond-bar/91765/1301-solera-ln-5/43716378/
34.38203,-118.560388,25407 Cariz Dr,Single Family Residence,"4 beds, 3 baths","2,288 sqft","11,831 sqft",1978,2851017022,1110610509,Los Angeles,31124,1,920334,41,"
Zoning:

SCUR1
		",09/14/2020,"$820,000","$788,000",https://www.realtytrac.com/property/ca/valencia/91355/25407-cariz-dr/44337879/
34.055093,-118.483222,165 S Anita Ave,Single Family Residence,"5 beds, 5 baths","4,805 sqft","7,594 sqft",2017,4405029015,1110610701,Los Angeles,5666,3,264000,182,"
Zoning:

LAR1
		",09/14/2020,"$6,125,000","$1,941,000",https://www.realtytrac.com/property/ca/los-angeles/90049/165-s-anita-ave/154605853/
33.765834,-118.142337,246 Bennett Ave,Single Family Residence,"4 beds, 2 baths","2,376 sqft","6,339 sqft",1919,7255030003,1110611055,Los Angeles,BELMONT HEIGHTS,1,577200,3,"
Zoning:

LBR1N
		",09/14/2020,"$1,575,000","$1,144,000",https://www.realtytrac.com/property/ca/long-beach/90803/246-bennett-ave/154688320/
34.440463,-118.385828,14412 Colorado Pl,Single Family Residence,"4 beds, 3 baths","1,825 sqft","6,851 sqft",1997,2854047008,1110611076,Los Angeles,45933,1,910810,49,"
Zoning:

SCUR2
		",09/14/2020,"$675,000","$728,000",https://www.realtytrac.com/property/ca/canyon-country/91387/14412-colorado-pl/40239071/
,,1630 E 117th St,"Duplex (2 units, any combination)",,,"6,885 sqft",,6149011037,1110611839,Los Angeles,5018,,,18,"
Zoning:

LCR2YY
		",09/14/2020,"$900,000","$449,000",https://www.realtytrac.com/property/ca/los-angeles/90059/1630-e-117th-st/326296364/
34.053346,-118.443282,1440 Veteran Ave # 402,Condominium,"1 bed, 1 bath",661 sqft,2.22 acres,1972,4324038157,1110612087,Los Angeles,50520,2,265510,1,"
Zoning:

LAR4
		",09/14/2020,"$560,000","$518,000",https://www.realtytrac.com/property/ca/los-angeles/90024/1440-veteran-ave-402/7032429/
34.6881,-118.0618,Vac/cor Avenue K12/120 Ste,MISCELLANEOUS   (Vacant Land)     ,,,1.28 acres,,3370011006,1110612290,Los Angeles,,1,0,26,"
Zoning:

LCA21*
		",09/14/2020,"$5,000",,https://www.realtytrac.com/property/ca/roosevelt-corner/93535/vaccor-avenue-k12120-ste/241287150/
34.4863,-118.1974,Vac/cor Crown Valley Rd/sacram,Residential - Vacant Land,,,2.29 acres,,3208018047,1110612348,Los Angeles,,1,910805,2,"
Zoning:

LCA110000*
		",09/14/2020,"$135,000",,https://www.realtytrac.com/property/ca/acton/93510/vaccor-crown-valley-rdsacram/241252463/
34.091343,-118.20861,205 E Avenue 40,Apartment house (5+ units),"7 beds, 5 baths","3,659 sqft","7,502 sqft",1941,5451001016,1110612779,Los Angeles,,2,199400,22,"
Zoning:

LARD2
		",09/14/2020,"$740,000","$1,368,000",https://www.realtytrac.com/property/ca/los-angeles/90031/205-e-avenue-40/154749818/
33.95417,-118.437571,8180 Manitoba St # 118,Condominium,"2 beds, 2 baths","1,268 sqft",4.64 acres,1981,4118006021,1110612956,Los Angeles,30938,2,276603,1,"
Zoning:

LAR3
		",09/14/2020,"$802,000","$748,000",https://www.realtytrac.com/property/ca/playa-del-rey/90293/8180-manitoba-st-118/45860375/
34.168768,-118.313858,512 S Main St,Single Family Residence,"2 beds, 1 bath","1,329 sqft","5,197 sqft",1948,2451024001,1110613137,Los Angeles,9017,1,311802,68,"
Zoning:

BUR3*
		",09/14/2020,"$798,000","$750,000",https://www.realtytrac.com/property/ca/burbank/91506/512-s-main-st/141272150/
33.805822,-118.323334,2312 241st St,Condominium,"3 beds, 3 baths","1,312 sqft",2.22 acres,1989,7374013052,1110613362,Los Angeles,46162,2,670001,1,"
Zoning:

LOCG*
		",09/14/2020,"$630,000","$596,000",https://www.realtytrac.com/property/ca/lomita/90717/2312-241st-st/17397515/
34.21301,-118.590631,20959 Elkwood St,Single Family Residence,"3 beds, 2 baths","1,483 sqft","7,506 sqft",1958,2109015020,1110613590,Los Angeles,22401,2,134201,134,"
Zoning:

LARS
		",09/14/2020,"$612,000","$596,000",https://www.realtytrac.com/property/ca/canoga-park/91304/20959-elkwood-st/18045888/
34.210218,-118.236603,2630 Hermosa Ave,Single Family Residence,"2 beds, 2 baths",770 sqft,"5,478 sqft",1926,5610025044,1110613686,Los Angeles,2535,4,300600,218,"
Zoning:

GLR2*
		",09/14/2020,"$887,500","$641,000",https://www.realtytrac.com/property/ca/montrose/91020/2630-hermosa-ave/154779255/
34.049824,-118.284515,1163 S Hoover St # 8,Hotel/Motel,"7 beds, 3 baths","3,206 sqft","6,500 sqft",1908,5076014014,1110613702,Los Angeles,CLARK & BRYANS,1,213402,155,"
Zoning:

LAR4
		",09/14/2020,,"$1,014,000",https://www.realtytrac.com/property/ca/los-angeles/90006/1163-s-hoover-st-8/142535917/
33.775192,-118.383976,5959 Peacock Ridge Rd # 6,Condominium,"2 beds, 3 baths","1,510 sqft","12,279 sqft",1973,7587007111,1110614045,Los Angeles,31871,2,670407,,"
Zoning:

RPRM2000*
		",09/14/2020,"$650,000","$622,000",https://www.realtytrac.com/property/ca/rancho-palos-verdes/90275/5959-peacock-ridge-rd-6/40230875/
34.114485,-118.380638,2401 Laurel Pass,Single Family Residence,"2 beds, 2 baths","1,489 sqft","9,214 sqft",1953,5564003001,1110614150,Los Angeles,LOOKOUT MOUNTAIN PARK,1,261101,416,"
Zoning:

LARE15
		",09/14/2020,"$1,849,000","$1,615,000",https://www.realtytrac.com/property/ca/west-hollywood/90046/2401-laurel-pass/154773803/
33.822849,-118.200646,638 W 39th St,Single Family Residence,"3 beds, 1 bath","1,008 sqft","7,410 sqft",1944,7204001019,1110614252,Los Angeles,11854,1,572100,223,"
Zoning:

LBR1N
		",09/14/2020,"$540,000","$560,000",https://www.realtytrac.com/property/ca/long-beach/90806/638-w-39th-st/34890198/
34.6881,-118.0618,Vac/donatello St/vic Aspen St,Residential - Vacant Land,,,"7,543 sqft",,3150075053,1110614255,Los Angeles,54025,2,0,53,"
Zoning:

LRR1-7000
		",09/14/2020,"$379,500",,https://www.realtytrac.com/property/ca/lancaster/93535/vacdonatello-stvic-aspen-st/229869030/
34.059853,-118.54574,16646 Bienveneda Pl,Single Family Residence,"4 beds, 3 baths","2,440 sqft",0.69 acres,1975,4420019008,1110614653,Los Angeles,22088,2,262604,11,"
Zoning:

LARE15
		",09/14/2020,"$2,950,000","$2,221,000",https://www.realtytrac.com/property/ca/pacific-palisades/90272/16646-bienveneda-pl/154611742/
33.800575,-118.368154,3645 Via Palomino,Single Family Residence,"4 beds, 2 baths","2,548 sqft","8,742 sqft",1950,7538020023,1110614735,Los Angeles,6887,1,670324,12,"
Zoning:

PVR1*
		",09/30/1993,,"$1,532,000",https://www.realtytrac.com/property/ca/palos-verdes-estates/90274/3645-via-palomino/154917449/
33.915985,-118.375992,5441 Ocean # 106,Condominium,"2 beds, 3 baths","1,460 sqft","10,031 sqft",2014,4145045174,1110615057,Los Angeles,54156,3,602302,3,"
Zoning:

ESCM*
		",09/14/2020,"$835,000","$821,000",https://www.realtytrac.com/property/ca/hawthorne/90250/5441-ocean-106/230431830/
34.265537,-118.431391,13716 Louvre St,Single Family Residence,"5 beds, 2 baths","1,570 sqft","6,899 sqft",1946,2619010004,1110615429,Los Angeles,6135,2,104401,30,"
Zoning:

LAR1
		",09/14/2020,"$625,000","$521,000",https://www.realtytrac.com/property/ca/pacoima/91331/13716-louvre-st/24676310/
34.052961,-118.429196,1817 Prosser Ave # 303,Condominium,"2 beds, 2 baths","1,332 sqft","11,571 sqft",2011,4321003144,1110616384,Los Angeles,,1,267100,1,"
Zoning:

LAR3
		",09/14/2020,"$1,050,000","$1,030,000",https://www.realtytrac.com/property/ca/los-angeles/90025/1817-prosser-ave-303/209004192/
34.12942,-118.7251,3806 Parkview Ct,Single Family Residence,"5 beds, 3 baths","2,918 sqft","12,862 sqft",1997,2063042011,1110616762,Los Angeles,45262,1,800329,11,"
Zoning:

LCA11*
		",09/14/2020,"$1,272,000","$1,316,000",https://www.realtytrac.com/property/ca/agoura-hills/91301/3806-parkview-ct/154381941/
34.111214,-117.786788,521 Damien Ave,Single Family Residence,"3 beds, 2 baths","1,409 sqft","8,523 sqft",1960,8391013031,1110616783,Los Angeles,21266,2,400302,25,"
Zoning:

LCRA7500*
		",09/14/2020,"$788,000","$686,000",https://www.realtytrac.com/property/ca/la-verne/91750/521-damien-ave/52131306/
